Day,Source,Target,SNS Source,SNS Target
2020-11-05,TG__146,TG__218,TG,TG
2020-11-05,TG__146,TG__122,TG,TG
2020-11-05,TG__146,TG__218,TG,TG
2020-11-05,TG__146,TG__218,TG,TG
2020-11-05,TG__146,TG__218,TG,TG
2020-11-05,TG__146,TG__218,TG,TG
2020-11-06,TG__146,TG__218,TG,TG
2020-11-06,TG__146,TG__152,TG,TG
2020-11-06,TG__146,TG__146,TG,TG
2020-11-06,TG__146,TG__146,TG,TG
2020-11-06,TG__146,TG__218,TG,TG
2020-11-06,TG__146,TG__122,TG,TG
2020-11-06,TG__146,TG__146,TG,TG
2020-11-06,TG__146,TG__122,TG,TG
2020-11-06,TG__146,TG__146,TG,TG
2020-11-06,TG__146,TG__122,TG,TG
2020-11-06,TG__146,TG__122,TG,TG
2020-11-06,TG__146,TG__218,TG,TG
2020-11-06,TG__146,TG__218,TG,TG
2020-11-06,TG__146,TG__122,TG,TG
2020-11-06,TG__146,TG__122,TG,TG
2020-11-06,TG__146,TG__122,TG,TG
2020-11-06,TG__146,TG__122,TG,TG
2020-11-06,TG__146,TG__122,TG,TG
2020-11-06,TG__146,TG__146,TG,TG
2020-11-06,TG__146,TG__146,TG,TG
2020-11-06,TG__146,TG__199,TG,TG
2020-11-06,TG__146,TG__199,TG,TG
2020-11-07,TG__146,TG__152,TG,TG
2020-11-07,TG__146,TG__122,TG,TG
2020-11-07,TG__146,TG__146,TG,TG
2020-11-07,TG__146,TG__122,TG,TG
2020-11-07,TG__146,TG__122,TG,TG
2020-11-07,TG__146,TG__218,TG,TG
2020-11-07,TG__146,TG__146,TG,TG
2020-11-07,TG__146,TG__122,TG,TG
2020-11-07,TG__146,TG__218,TG,TG
2020-11-07,TG__146,TG__122,TG,TG
2020-11-07,TG__146,TG__122,TG,TG
2020-11-07,TG__146,TG__122,TG,TG
2020-11-07,TG__146,TG__122,TG,TG
2020-11-07,TG__146,TG__142,TG,TG
2020-11-07,TG__146,TG__146,TG,TG
2020-11-04,TG__190,TG__276,TG,TG
2020-11-04,TG__152,TG__152,TG,TG
2020-11-04,TG__152,TG__152,TG,TG
2020-11-06,TG__152,TG__152,TG,TG
2020-11-07,TG__152,TG__152,TG,TG
2020-11-04,TG__199,TG__218,TG,TG
2020-11-04,TG__199,TG__146,TG,TG
2020-11-04,TG__199,TG__218,TG,TG
2020-11-04,TG__199,TG__218,TG,TG
2020-11-04,TG__199,TG__218,TG,TG
2020-11-04,TG__199,TG__218,TG,TG
2020-11-04,TG__199,TG__218,TG,TG
2020-11-04,TG__199,TG__218,TG,TG
2020-11-04,TG__199,TG__218,TG,TG
2020-11-04,TG__199,TG__218,TG,TG
2020-11-04,TG__199,TG__122,TG,TG
2020-11-04,TG__199,TG__122,TG,TG
2020-11-04,TG__199,TG__218,TG,TG
2020-11-04,TG__199,TG__218,TG,TG
2020-11-04,TG__199,TG__218,TG,TG
2020-11-04,TG__199,TG__122,TG,TG
2020-11-04,TG__199,TG__218,TG,TG
2020-11-04,TG__199,TG__146,TG,TG
2020-11-04,TG__199,TG__218,TG,TG
2020-11-04,TG__199,TG__218,TG,TG
2020-11-04,TG__199,TG__218,TG,TG
2020-11-05,TG__199,TG__218,TG,TG
2020-11-05,TG__75,TG__142,TG,TG
2020-11-06,TG__75,TG__279,TG,TG
2020-11-07,TG__75,TG__210,TG,TG
2020-11-07,TG__75,TG__380,TG,TG
2020-11-07,TG__75,TG__279,TG,TG
2020-11-04,TG__186,TG__279,TG,TG
2020-11-04,TG__186,TG__279,TG,TG
2020-11-06,TG__186,TG__279,TG,TG
2020-11-06,TG__186,TG__279,TG,TG
2020-11-06,TG__186,TG__279,TG,TG
2020-11-04,TG__158,TG__146,TG,TG
2020-11-04,TG__158,TG__218,TG,TG
2020-11-04,TG__158,TG__218,TG,TG
2020-11-04,TG__158,TG__122,TG,TG
2020-11-04,TG__158,TG__122,TG,TG
2020-11-04,TG__158,TG__122,TG,TG
2020-11-04,TG__158,TG__122,TG,TG
2020-11-04,TG__158,TG__122,TG,TG
2020-11-04,TG__158,TG__146,TG,TG
2020-11-05,TG__158,TG__122,TG,TG
2020-11-05,TG__158,TG__146,TG,TG
2020-11-05,TG__158,TG__122,TG,TG
2020-11-05,TG__158,TG__140,TG,TG
2020-11-05,TG__158,TG__218,TG,TG
2020-11-06,TG__158,TG__218,TG,TG
2020-11-06,TG__158,TG__152,TG,TG
2020-11-06,TG__158,TG__146,TG,TG
2020-11-06,TG__158,TG__146,TG,TG
2020-11-06,TG__158,TG__146,TG,TG
2020-11-06,TG__158,TG__122,TG,TG
2020-11-06,TG__158,TG__146,TG,TG
2020-11-06,TG__158,TG__146,TG,TG
2020-11-06,TG__158,TG__218,TG,TG
2020-11-06,TG__158,TG__146,TG,TG
2020-11-06,TG__158,TG__146,TG,TG
2020-11-06,TG__158,TG__122,TG,TG
2020-11-06,TG__158,TG__122,TG,TG
2020-11-06,TG__158,TG__146,TG,TG
2020-11-06,TG__158,TG__199,TG,TG
2020-11-07,TG__158,TG__146,TG,TG
2020-11-07,TG__158,TG__122,TG,TG
2020-11-07,TG__158,TG__122,TG,TG
2020-11-07,TG__158,TG__122,TG,TG
2020-11-07,TG__158,TG__146,TG,TG
2020-11-07,TG__158,TG__146,TG,TG
2020-11-06,TG__53,TG__122,TG,TG
2020-11-07,TG__62,TG__202,TG,TG
2020-11-06,TG__123,TG__218,TG,TG
2020-11-06,TG__123,TG__122,TG,TG
2020-11-04,TG__123,TG__146,TG,TG
2020-11-04,TG__123,TG__218,TG,TG
2020-11-04,TG__123,TG__218,TG,TG
2020-11-04,TG__123,TG__122,TG,TG
2020-11-04,TG__123,TG__122,TG,TG
2020-11-04,TG__123,TG__122,TG,TG
2020-11-04,TG__123,TG__146,TG,TG
2020-11-05,TG__123,TG__122,TG,TG
2020-11-05,TG__123,TG__146,TG,TG
2020-11-05,TG__123,TG__140,TG,TG
2020-11-05,TG__123,TG__122,TG,TG
2020-11-05,TG__123,TG__218,TG,TG
2020-11-06,TG__123,TG__152,TG,TG
2020-11-06,TG__123,TG__146,TG,TG
2020-11-06,TG__123,TG__146,TG,TG
2020-11-06,TG__123,TG__146,TG,TG
2020-11-06,TG__123,TG__146,TG,TG
2020-11-06,TG__123,TG__218,TG,TG
2020-11-06,TG__123,TG__146,TG,TG
2020-11-06,TG__123,TG__146,TG,TG
2020-11-06,TG__123,TG__122,TG,TG
2020-11-06,TG__123,TG__122,TG,TG
2020-11-06,TG__123,TG__146,TG,TG
2020-11-06,TG__123,TG__199,TG,TG
2020-11-07,TG__123,TG__122,TG,TG
2020-11-07,TG__123,TG__146,TG,TG
2020-11-04,TG__72,TG__146,TG,TG
2020-11-04,TG__72,TG__218,TG,TG
2020-11-04,TG__72,TG__218,TG,TG
2020-11-04,TG__72,TG__122,TG,TG
2020-11-04,TG__72,TG__122,TG,TG
2020-11-04,TG__72,TG__122,TG,TG
2020-11-04,TG__72,TG__122,TG,TG
2020-11-04,TG__72,TG__122,TG,TG
2020-11-04,TG__72,TG__146,TG,TG
2020-11-05,TG__72,TG__122,TG,TG
2020-11-05,TG__72,TG__146,TG,TG
2020-11-05,TG__72,TG__140,TG,TG
2020-11-05,TG__72,TG__122,TG,TG
2020-11-05,TG__72,TG__218,TG,TG
2020-11-06,TG__72,TG__146,TG,TG
2020-11-06,TG__72,TG__218,TG,TG
2020-11-06,TG__72,TG__152,TG,TG
2020-11-06,TG__72,TG__146,TG,TG
2020-11-06,TG__72,TG__146,TG,TG
2020-11-06,TG__72,TG__122,TG,TG
2020-11-06,TG__72,TG__146,TG,TG
2020-11-06,TG__72,TG__218,TG,TG
2020-11-06,TG__72,TG__146,TG,TG
2020-11-06,TG__72,TG__146,TG,TG
2020-11-06,TG__72,TG__122,TG,TG
2020-11-06,TG__72,TG__122,TG,TG
2020-11-06,TG__72,TG__146,TG,TG
2020-11-06,TG__72,TG__199,TG,TG
2020-11-07,TG__72,TG__122,TG,TG
2020-11-07,TG__72,TG__146,TG,TG
2020-11-04,TG__222,TG__218,TG,TG
2020-11-04,TG__222,TG__218,TG,TG
2020-11-04,TG__222,TG__218,TG,TG
2020-11-04,TG__222,TG__218,TG,TG
2020-11-04,TG__222,TG__218,TG,TG
2020-11-04,TG__222,TG__218,TG,TG
2020-11-04,TG__222,TG__122,TG,TG
2020-11-04,TG__222,TG__218,TG,TG
2020-11-04,TG__222,TG__218,TG,TG
2020-11-04,TG__222,TG__122,TG,TG
2020-11-04,TG__222,TG__122,TG,TG
2020-11-04,TG__222,TG__122,TG,TG
2020-11-04,TG__222,TG__122,TG,TG
2020-11-04,TG__222,TG__146,TG,TG
2020-11-04,TG__222,TG__218,TG,TG
2020-11-04,TG__222,TG__218,TG,TG
2020-11-05,TG__222,TG__218,TG,TG
2020-11-05,TG__222,TG__218,TG,TG
2020-11-05,TG__222,TG__122,TG,TG
2020-11-05,TG__222,TG__218,TG,TG
2020-11-05,TG__222,TG__146,TG,TG
2020-11-05,TG__222,TG__218,TG,TG
2020-11-05,TG__222,TG__122,TG,TG
2020-11-05,TG__222,TG__218,TG,TG
2020-11-05,TG__222,TG__146,TG,TG
2020-11-05,TG__222,TG__122,TG,TG
2020-11-05,TG__222,TG__122,TG,TG
2020-11-05,TG__222,TG__122,TG,TG
2020-11-05,TG__222,TG__218,TG,TG
2020-11-05,TG__222,TG__218,TG,TG
2020-11-05,TG__222,TG__218,TG,TG
2020-11-05,TG__222,TG__122,TG,TG
2020-11-05,TG__222,TG__218,TG,TG
2020-11-05,TG__222,TG__218,TG,TG
2020-11-05,TG__222,TG__122,TG,TG
2020-11-05,TG__222,TG__199,TG,TG
2020-11-05,TG__222,TG__122,TG,TG
2020-11-05,TG__222,TG__218,TG,TG
2020-11-05,TG__222,TG__218,TG,TG
2020-11-05,TG__222,TG__218,TG,TG
2020-11-05,TG__222,TG__218,TG,TG
2020-11-06,TG__222,TG__146,TG,TG
2020-11-06,TG__222,TG__218,TG,TG
2020-11-06,TG__222,TG__152,TG,TG
2020-11-06,TG__222,TG__146,TG,TG
2020-11-06,TG__222,TG__173,TG,TG
2020-11-06,TG__222,TG__218,TG,TG
2020-11-06,TG__222,TG__218,TG,TG
2020-11-06,TG__222,TG__122,TG,TG
2020-11-06,TG__222,TG__146,TG,TG
2020-11-06,TG__222,TG__122,TG,TG
2020-11-06,TG__222,TG__146,TG,TG
2020-11-06,TG__222,TG__146,TG,TG
2020-11-06,TG__222,TG__146,TG,TG
2020-11-06,TG__222,TG__122,TG,TG
2020-11-06,TG__222,TG__146,TG,TG
2020-11-06,TG__222,TG__122,TG,TG
2020-11-06,TG__222,TG__122,TG,TG
2020-11-06,TG__222,TG__122,TG,TG
2020-11-06,TG__222,TG__122,TG,TG
2020-11-06,TG__222,TG__146,TG,TG
2020-11-06,TG__222,TG__122,TG,TG
2020-11-06,TG__222,TG__122,TG,TG
2020-11-06,TG__222,TG__146,TG,TG
2020-11-06,TG__222,TG__146,TG,TG
2020-11-07,TG__222,TG__122,TG,TG
2020-11-06,TG__222,TG__199,TG,TG
2020-11-06,TG__222,TG__122,TG,TG
2020-11-06,TG__222,TG__199,TG,TG
2020-11-06,TG__222,TG__122,TG,TG
2020-11-07,TG__222,TG__122,TG,TG
2020-11-07,TG__222,TG__218,TG,TG
2020-11-07,TG__222,TG__152,TG,TG
2020-11-07,TG__222,TG__122,TG,TG
2020-11-07,TG__222,TG__146,TG,TG
2020-11-07,TG__222,TG__146,TG,TG
2020-11-07,TG__222,TG__122,TG,TG
2020-11-07,TG__222,TG__122,TG,TG
2020-11-07,TG__222,TG__122,TG,TG
2020-11-07,TG__222,TG__218,TG,TG
2020-11-07,TG__222,TG__146,TG,TG
2020-11-07,TG__222,TG__122,TG,TG
2020-11-07,TG__222,TG__122,TG,TG
2020-11-07,TG__222,TG__122,TG,TG
2020-11-07,TG__222,TG__122,TG,TG
2020-11-07,TG__222,TG__122,TG,TG
2020-11-07,TG__222,TG__146,TG,TG
2020-11-07,TG__222,TG__146,TG,TG
2020-11-07,TG__222,TG__142,TG,TG
2020-11-07,TG__222,TG__122,TG,TG
2020-11-07,TG__222,TG__122,TG,TG
2020-11-07,TG__222,TG__146,TG,TG
2020-11-04,TG__208,TG__146,TG,TG
2020-11-04,TG__208,TG__218,TG,TG
2020-11-04,TG__208,TG__218,TG,TG
2020-11-04,TG__208,TG__122,TG,TG
2020-11-04,TG__208,TG__122,TG,TG
2020-11-04,TG__208,TG__122,TG,TG
2020-11-04,TG__208,TG__146,TG,TG
2020-11-05,TG__208,TG__122,TG,TG
2020-11-05,TG__208,TG__146,TG,TG
2020-11-05,TG__208,TG__140,TG,TG
2020-11-05,TG__208,TG__122,TG,TG
2020-11-05,TG__208,TG__218,TG,TG
2020-11-06,TG__208,TG__218,TG,TG
2020-11-06,TG__208,TG__152,TG,TG
2020-11-06,TG__208,TG__146,TG,TG
2020-11-06,TG__208,TG__146,TG,TG
2020-11-06,TG__208,TG__122,TG,TG
2020-11-06,TG__208,TG__146,TG,TG
2020-11-06,TG__208,TG__146,TG,TG
2020-11-06,TG__208,TG__146,TG,TG
2020-11-06,TG__208,TG__146,TG,TG
2020-11-06,TG__208,TG__122,TG,TG
2020-11-06,TG__208,TG__122,TG,TG
2020-11-06,TG__208,TG__146,TG,TG
2020-11-07,TG__208,TG__146,TG,TG
2020-11-06,TG__208,TG__199,TG,TG
2020-11-07,TG__208,TG__122,TG,TG
2020-11-07,TG__45,TG__279,TG,TG
2020-11-05,TG__122,TG__122,TG,TG
2020-11-05,TG__122,TG__218,TG,TG
2020-11-06,TG__219,TG__122,TG,TG
2020-11-05,TG__173,TG__173,TG,TG
2020-11-04,TG__122,TG__122,TG,TG
2020-11-04,TG__122,TG__146,TG,TG
2020-11-05,TG__122,TG__146,TG,TG
2020-11-05,TG__122,TG__122,TG,TG
2020-11-05,TG__122,TG__146,TG,TG
2020-11-05,TG__122,TG__140,TG,TG
2020-11-05,TG__122,TG__218,TG,TG
2020-11-06,TG__122,TG__218,TG,TG
2020-11-06,TG__122,TG__152,TG,TG
2020-11-06,TG__122,TG__146,TG,TG
2020-11-06,TG__122,TG__146,TG,TG
2020-11-06,TG__122,TG__122,TG,TG
2020-11-06,TG__122,TG__146,TG,TG
2020-11-06,TG__122,TG__122,TG,TG
2020-11-06,TG__122,TG__146,TG,TG
2020-11-06,TG__122,TG__218,TG,TG
2020-11-06,TG__122,TG__146,TG,TG
2020-11-06,TG__122,TG__146,TG,TG
2020-11-06,TG__122,TG__122,TG,TG
2020-11-06,TG__122,TG__146,TG,TG
2020-11-06,TG__122,TG__146,TG,TG
2020-11-06,TG__122,TG__146,TG,TG
2020-11-06,TG__122,TG__122,TG,TG
2020-11-06,TG__122,TG__122,TG,TG
2020-11-06,TG__122,TG__122,TG,TG
2020-11-06,TG__122,TG__122,TG,TG
2020-11-06,TG__122,TG__146,TG,TG
2020-11-06,TG__122,TG__146,TG,TG
2020-11-06,TG__122,TG__122,TG,TG
2020-11-06,TG__122,TG__146,TG,TG
2020-11-06,TG__122,TG__146,TG,TG
2020-11-06,TG__122,TG__199,TG,TG
2020-11-06,TG__122,TG__122,TG,TG
2020-11-06,TG__122,TG__199,TG,TG
2020-11-06,TG__122,TG__122,TG,TG
2020-11-07,TG__122,TG__122,TG,TG
2020-11-07,TG__122,TG__146,TG,TG
2020-11-07,TG__122,TG__122,TG,TG
2020-11-07,TG__122,TG__122,TG,TG
2020-11-07,TG__122,TG__218,TG,TG
2020-11-07,TG__122,TG__152,TG,TG
2020-11-04,TG__122,TG__218,TG,TG
2020-11-07,TG__122,TG__146,TG,TG
2020-11-07,TG__122,TG__122,TG,TG
2020-11-07,TG__122,TG__122,TG,TG
2020-11-07,TG__122,TG__218,TG,TG
2020-11-07,TG__122,TG__146,TG,TG
2020-11-07,TG__122,TG__122,TG,TG
2020-11-07,TG__122,TG__218,TG,TG
2020-11-07,TG__122,TG__122,TG,TG
2020-11-07,TG__122,TG__122,TG,TG
2020-11-07,TG__122,TG__218,TG,TG
2020-11-07,TG__122,TG__146,TG,TG
2020-11-07,TG__122,TG__146,TG,TG
2020-11-07,TG__122,TG__146,TG,TG
2020-11-07,TG__122,TG__142,TG,TG
2020-11-07,TG__122,TG__122,TG,TG
2020-11-07,TG__122,TG__122,TG,TG
2020-11-07,TG__122,TG__122,TG,TG
2020-11-07,TG__122,TG__146,TG,TG
2020-11-07,TG__122,TG__140,TG,TG
2020-11-04,TG__122,TG__122,TG,TG
2020-11-04,TG__122,TG__122,TG,TG
2020-11-05,TG__52,TG__122,TG,TG
2020-11-05,TG__52,TG__146,TG,TG
2020-11-06,TG__52,TG__152,TG,TG
2020-11-04,TG__52,TG__146,TG,TG
2020-11-04,TG__52,TG__218,TG,TG
2020-11-04,TG__52,TG__218,TG,TG
2020-11-04,TG__52,TG__122,TG,TG
2020-11-04,TG__52,TG__122,TG,TG
2020-11-04,TG__52,TG__122,TG,TG
2020-11-04,TG__52,TG__146,TG,TG
2020-11-05,TG__52,TG__140,TG,TG
2020-11-05,TG__52,TG__122,TG,TG
2020-11-05,TG__52,TG__218,TG,TG
2020-11-06,TG__52,TG__122,TG,TG
2020-11-06,TG__52,TG__218,TG,TG
2020-11-06,TG__52,TG__146,TG,TG
2020-11-06,TG__52,TG__146,TG,TG
2020-11-06,TG__52,TG__122,TG,TG
2020-11-06,TG__52,TG__146,TG,TG
2020-11-06,TG__52,TG__146,TG,TG
2020-11-06,TG__52,TG__218,TG,TG
2020-11-06,TG__52,TG__146,TG,TG
2020-11-06,TG__52,TG__146,TG,TG
2020-11-06,TG__52,TG__122,TG,TG
2020-11-06,TG__52,TG__146,TG,TG
2020-11-06,TG__52,TG__199,TG,TG
2020-11-07,TG__52,TG__122,TG,TG
2020-11-07,TG__52,TG__146,TG,TG
2020-11-05,Twitter__14,Twitter__14,Twitter,Twitter
2020-11-04,4Chan__1,Twitter__4,4Chan,Twitter
2020-11-04,Gab__55,Twitter__18,Gab,Twitter
2020-11-05,4Chan__1,Twitter__37,4Chan,Twitter
2020-11-06,4Chan__1,Twitter__18,4Chan,Twitter
2020-11-06,Gab__112,Twitter__4,Gab,Twitter
2020-11-06,Gab__112,Twitter__4,Gab,Twitter
2020-11-07,4Chan__1,Twitter__18,4Chan,Twitter
2020-11-07,4Chan__1,Twitter__18,4Chan,Twitter
2020-11-07,4Chan__1,Twitter__18,4Chan,Twitter
2020-11-07,Gab__112,Twitter__4,Gab,Twitter
2020-11-07,VK__65,Twitter__4,VK,Twitter
2020-11-07,4Chan__1,Twitter__4,4Chan,Twitter
2020-11-04,Twitter__6,Twitter__6,Twitter,Twitter
2020-11-04,Twitter__6,Twitter__6,Twitter,Twitter
2020-11-04,Twitter__19,Twitter__18,Twitter,Twitter
2020-11-04,Twitter__4,Twitter__4,Twitter,Twitter
2020-11-04,Twitter__19,Twitter__18,Twitter,Twitter
2020-11-04,Twitter__6,Twitter__6,Twitter,Twitter
2020-11-04,Twitter__6,Twitter__6,Twitter,Twitter
2020-11-04,Twitter__6,Twitter__6,Twitter,Twitter
2020-11-04,Twitter__6,Twitter__6,Twitter,Twitter
2020-11-04,Twitter__9,Twitter__9,Twitter,Twitter
2020-11-04,Twitter__6,Twitter__6,Twitter,Twitter
2020-11-04,Twitter__6,Twitter__6,Twitter,Twitter
2020-11-04,Twitter__6,Twitter__6,Twitter,Twitter
2020-11-04,Twitter__6,Twitter__6,Twitter,Twitter
2020-11-04,Twitter__6,Twitter__6,Twitter,Twitter
2020-11-04,Twitter__6,Twitter__6,Twitter,Twitter
2020-11-04,Twitter__4,Twitter__4,Twitter,Twitter
2020-11-04,Twitter__6,Twitter__6,Twitter,Twitter
2020-11-04,Twitter__6,Twitter__6,Twitter,Twitter
2020-11-04,Twitter__6,Twitter__6,Twitter,Twitter
2020-11-04,Twitter__6,Twitter__6,Twitter,Twitter
2020-11-04,Twitter__6,Twitter__6,Twitter,Twitter
2020-11-04,Twitter__10,Twitter__10,Twitter,Twitter
2020-11-04,Twitter__6,Twitter__6,Twitter,Twitter
2020-11-04,Twitter__6,Twitter__6,Twitter,Twitter
2020-11-04,Twitter__10,Twitter__10,Twitter,Twitter
2020-11-04,Twitter__20,Twitter__18,Twitter,Twitter
2020-11-04,Twitter__6,Twitter__18,Twitter,Twitter
2020-11-04,Twitter__6,Twitter__18,Twitter,Twitter
2020-11-04,Twitter__20,Twitter__18,Twitter,Twitter
2020-11-04,Twitter__6,Twitter__18,Twitter,Twitter
2020-11-04,Twitter__9,Twitter__9,Twitter,Twitter
2020-11-04,Twitter__9,Twitter__9,Twitter,Twitter
2020-11-04,Twitter__4,Twitter__4,Twitter,Twitter
2020-11-04,Twitter__13,Twitter__13,Twitter,Twitter
2020-11-04,Twitter__10,Twitter__3,Twitter,Twitter
2020-11-04,Twitter__9,Twitter__9,Twitter,Twitter
2020-11-04,Twitter__9,Twitter__9,Twitter,Twitter
2020-11-04,Twitter__9,Twitter__9,Twitter,Twitter
2020-11-04,Twitter__20,Twitter__18,Twitter,Twitter
2020-11-05,Twitter__9,Twitter__9,Twitter,Twitter
2020-11-05,Twitter__9,Twitter__9,Twitter,Twitter
2020-11-05,Twitter__10,Twitter__10,Twitter,Twitter
2020-11-05,Twitter__19,Twitter__18,Twitter,Twitter
2020-11-05,Twitter__19,Twitter__18,Twitter,Twitter
2020-11-05,Twitter__6,Twitter__18,Twitter,Twitter
2020-11-05,Twitter__19,Twitter__18,Twitter,Twitter
2020-11-05,Twitter__19,Twitter__18,Twitter,Twitter
2020-11-05,Twitter__9,Twitter__9,Twitter,Twitter
2020-11-05,Twitter__9,Twitter__9,Twitter,Twitter
2020-11-05,Twitter__10,Twitter__10,Twitter,Twitter
2020-11-05,Twitter__9,Twitter__9,Twitter,Twitter
2020-11-05,Twitter__20,Twitter__18,Twitter,Twitter
2020-11-05,Twitter__20,Twitter__18,Twitter,Twitter
2020-11-05,Twitter__4,Twitter__4,Twitter,Twitter
2020-11-05,Twitter__10,Twitter__9,Twitter,Twitter
2020-11-05,Twitter__6,Twitter__6,Twitter,Twitter
2020-11-05,Twitter__6,Twitter__6,Twitter,Twitter
2020-11-06,Twitter__6,Twitter__6,Twitter,Twitter
2020-11-06,Twitter__10,Twitter__10,Twitter,Twitter
2020-11-06,Twitter__13,Twitter__13,Twitter,Twitter
2020-11-06,Twitter__10,Twitter__10,Twitter,Twitter
2020-11-06,Twitter__19,Twitter__18,Twitter,Twitter
2020-11-06,Twitter__19,Twitter__18,Twitter,Twitter
2020-11-06,Twitter__9,Twitter__9,Twitter,Twitter
2020-11-06,Twitter__9,Twitter__9,Twitter,Twitter
2020-11-06,Twitter__6,Twitter__6,Twitter,Twitter
2020-11-06,Twitter__9,Twitter__9,Twitter,Twitter
2020-11-06,Twitter__9,Twitter__9,Twitter,Twitter
2020-11-06,Twitter__4,Twitter__4,Twitter,Twitter
2020-11-06,Twitter__9,Twitter__9,Twitter,Twitter
2020-11-06,Twitter__9,Twitter__18,Twitter,Twitter
2020-11-07,Twitter__4,Twitter__4,Twitter,Twitter
2020-11-07,Twitter__9,Twitter__9,Twitter,Twitter
2020-11-07,Twitter__4,Twitter__4,Twitter,Twitter
2020-11-07,Twitter__13,Twitter__13,Twitter,Twitter
2020-11-07,Twitter__10,Twitter__10,Twitter,Twitter
2020-11-07,Twitter__6,Twitter__6,Twitter,Twitter
2020-11-07,Twitter__9,Twitter__9,Twitter,Twitter
2020-11-07,Twitter__6,Twitter__6,Twitter,Twitter
2020-11-07,Twitter__9,Twitter__9,Twitter,Twitter
2020-11-07,Twitter__6,Twitter__6,Twitter,Twitter
2020-11-07,Twitter__4,Twitter__4,Twitter,Twitter
2020-11-07,Twitter__10,Twitter__10,Twitter,Twitter
2020-11-07,Twitter__9,Twitter__9,Twitter,Twitter
2020-11-07,Twitter__10,Twitter__10,Twitter,Twitter
2020-11-07,Twitter__10,Twitter__10,Twitter,Twitter
2020-11-07,Twitter__10,Twitter__10,Twitter,Twitter
2020-11-07,Twitter__20,Twitter__18,Twitter,Twitter
2020-11-07,Twitter__4,Twitter__4,Twitter,Twitter
2020-11-07,Twitter__4,Twitter__4,Twitter,Twitter
2020-11-07,Twitter__4,Twitter__4,Twitter,Twitter
2020-11-07,Twitter__4,Twitter__4,Twitter,Twitter
2020-11-07,Twitter__9,Twitter__9,Twitter,Twitter
2020-11-05,VK__23,VK__23,VK,VK
2020-11-04,TG__73,TG__218,TG,TG
2020-11-04,TG__73,TG__218,TG,TG
2020-11-04,TG__73,TG__218,TG,TG
2020-11-04,TG__73,TG__218,TG,TG
2020-11-04,TG__73,TG__218,TG,TG
2020-11-04,TG__73,TG__218,TG,TG
2020-11-04,TG__73,TG__218,TG,TG
2020-11-04,TG__73,TG__218,TG,TG
2020-11-04,TG__73,TG__122,TG,TG
2020-11-04,TG__73,TG__122,TG,TG
2020-11-04,TG__73,TG__218,TG,TG
2020-11-04,TG__73,TG__218,TG,TG
2020-11-04,TG__73,TG__218,TG,TG
2020-11-04,TG__73,TG__122,TG,TG
2020-11-04,TG__73,TG__218,TG,TG
2020-11-04,TG__73,TG__146,TG,TG
2020-11-04,TG__73,TG__218,TG,TG
2020-11-04,TG__73,TG__218,TG,TG
2020-11-04,TG__73,TG__218,TG,TG
2020-11-05,TG__73,TG__218,TG,TG
2020-11-05,TG__73,TG__122,TG,TG
2020-11-05,TG__73,TG__218,TG,TG
2020-11-05,TG__73,TG__218,TG,TG
2020-11-05,TG__73,TG__146,TG,TG
2020-11-05,TG__73,TG__218,TG,TG
2020-11-05,TG__73,TG__122,TG,TG
2020-11-05,TG__73,TG__218,TG,TG
2020-11-05,TG__73,TG__122,TG,TG
2020-11-05,TG__73,TG__218,TG,TG
2020-11-05,TG__73,TG__218,TG,TG
2020-11-05,TG__73,TG__146,TG,TG
2020-11-05,TG__73,TG__122,TG,TG
2020-11-05,TG__73,TG__122,TG,TG
2020-11-05,TG__73,TG__140,TG,TG
2020-11-05,TG__73,TG__140,TG,TG
2020-11-05,TG__73,TG__218,TG,TG
2020-11-05,TG__73,TG__218,TG,TG
2020-11-05,TG__73,TG__218,TG,TG
2020-11-05,TG__73,TG__122,TG,TG
2020-11-05,TG__73,TG__218,TG,TG
2020-11-05,TG__73,TG__218,TG,TG
2020-11-05,TG__73,TG__122,TG,TG
2020-11-05,TG__73,TG__199,TG,TG
2020-11-05,TG__73,TG__218,TG,TG
2020-11-07,TG__73,TG__122,TG,TG
2020-11-05,TG__73,TG__122,TG,TG
2020-11-05,TG__73,TG__218,TG,TG
2020-11-05,TG__73,TG__218,TG,TG
2020-11-05,TG__73,TG__218,TG,TG
2020-11-05,TG__73,TG__218,TG,TG
2020-11-05,TG__73,TG__218,TG,TG
2020-11-06,TG__73,TG__146,TG,TG
2020-11-06,TG__73,TG__218,TG,TG
2020-11-06,TG__73,TG__218,TG,TG
2020-11-06,TG__73,TG__152,TG,TG
2020-11-06,TG__73,TG__146,TG,TG
2020-11-06,TG__73,TG__173,TG,TG
2020-11-06,TG__73,TG__122,TG,TG
2020-11-06,TG__73,TG__122,TG,TG
2020-11-06,TG__73,TG__146,TG,TG
2020-11-06,TG__73,TG__122,TG,TG
2020-11-06,TG__73,TG__146,TG,TG
2020-11-06,TG__73,TG__218,TG,TG
2020-11-06,TG__73,TG__146,TG,TG
2020-11-06,TG__73,TG__146,TG,TG
2020-11-06,TG__73,TG__122,TG,TG
2020-11-06,TG__73,TG__122,TG,TG
2020-11-06,TG__73,TG__122,TG,TG
2020-11-06,TG__73,TG__146,TG,TG
2020-11-06,TG__73,TG__122,TG,TG
2020-11-06,TG__73,TG__122,TG,TG
2020-11-06,TG__73,TG__146,TG,TG
2020-11-06,TG__73,TG__146,TG,TG
